,year,estado,tipo,municipalidad,hombres,mujeres,total,localidad,full_location,location,point,latitude,longitude,altitude
5750,1940,Aguascalientes,Rancho,Aguascalientes,0.0,0.0,0.0,El Gato ,"El Gato , Aguascalientes, Aguascalientes",,,,,
5751,1940,Aguascalientes,Rancho,Aguascalientes,12.0,7.0,5.0,Golondrinas ,"Golondrinas , Aguascalientes, Aguascalientes","Calle Golondrinas, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20136, México","(21.8605274, -102.2252838, 0.0)",21.8605274,-102.2252838,0.0
5752,1940,Aguascalientes,Rancho,Aguascalientes,6.0,5.0,1.0,Granja Asturias ,"Granja Asturias , Aguascalientes, Aguascalientes",,,,,
5753,1940,Aguascalientes,Rancho,Aguascalientes,20.0,14.0,6.0,Granja Carmen ,"Granja Carmen , Aguascalientes, Aguascalientes",,,,,
5754,1940,Aguascalientes,Rancho,Aguascalientes,13.0,9.0,4.0,La Granja de Arriba ,"La Granja de Arriba , Aguascalientes, Aguascalientes",,,,,
5755,1940,Aguascalientes,"Rancho,",Aguascalientes,13.0,7.0,6.0,La Granja 1 ,"La Granja 1 , Aguascalientes, Aguascalientes",,,,,
5756,1940,Aguascalientes,Rancho,Aguascalientes,23.0,12.0,11.0,La Granja 2 ,"La Granja 2 , Aguascalientes, Aguascalientes",,,,,
5757,1940,Aguascalientes,Rancho,Aguascalientes,9.0,4.0,5.0,Granja San Antonio de Abajo ,"Granja San Antonio de Abajo , Aguascalientes, Aguascalientes",,,,,
5758,1940,Aguascalientes,Rancho,Aguascalientes,16.0,9.0,7.0,Guada o Santa Mónica ,"Guada o Santa Mónica , Aguascalientes, Aguascalientes",,,,,
5759,1940,Aguascalientes,Hacienda,Aguascalientes,220.0,106.0,114.0,La Guayana ,"La Guayana , Aguascalientes, Aguascalientes","Privada Troje La Guayana, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20110, México","(21.9407845, -102.3059317, 0.0)",21.9407845,-102.3059317,0.0
5760,1940,Aguascalientes,Rancho,Aguascalientes,157.0,81.0,76.0,Hacienda Nueva ,"Hacienda Nueva , Aguascalientes, Aguascalientes","Hacienda Nueva, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20196, México","(21.8865814, -102.2442131, 0.0)",21.8865814,-102.2442131,0.0
5761,1940,Aguascalientes,Rancho,Aguascalientes,24.0,11.0,13.0,La Haciendita ,"La Haciendita , Aguascalientes, Aguascalientes",,,,,
5762,1940,Aguascalientes,Rancho,Aguascalientes,38.0,23.0,15.0,Herrada ,"Herrada , Aguascalientes, Aguascalientes",,,,,
5763,1940,Aguascalientes,Rancho,Aguascalientes,0.0,0.0,0.0,Hormiguero ,"Hormiguero , Aguascalientes, Aguascalientes",,,,,
5764,1940,Aguascalientes,Rancho,Aguascalientes,30.0,17.0,13.0,Huerta Chica ,"Huerta Chica , Aguascalientes, Aguascalientes",,,,,
5765,1940,Aguascalientes,Rancho,Aguascalientes,23.0,12.0,11.0,Huerta Grande ,"Huerta Grande , Aguascalientes, Aguascalientes",,,,,
5766,1940,Aguascalientes,Rancho,Aguascalientes,34.0,21.0,13.0,Huizache ,"Huizache , Aguascalientes, Aguascalientes","Calle Loma del Huizache, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20179, México","(21.913108, -102.2553854, 0.0)",21.913108,-102.2553854,0.0
5767,1940,Aguascalientes,Congregación,Aguascalientes,20.0,10.0,10.0,El Huizache ,"El Huizache , Aguascalientes, Aguascalientes","Calle El Huizache, La Escondida, San Francisco de los Romo, Aguascalientes, 20355, México","(22.0360289, -102.2638991, 0.0)",22.0360289,-102.2638991,0.0
5768,1940,Aguascalientes,Rancho,Aguascalientes,,,0.0,La Ilusión ,"La Ilusión , Aguascalientes, Aguascalientes",,,,,
5769,1940,Aguascalientes,Rancho,Aguascalientes,28.0,15.0,13.0,Jabonera ,"Jabonera , Aguascalientes, Aguascalientes","Calle Jabonera, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20192, México","(21.89648, -102.2571653, 0.0)",21.89648,-102.2571653,0.0
5770,1940,Aguascalientes,Estación F C,Aguascalientes,497.0,261.0,236.0,Jaltomate ,"Jaltomate , Aguascalientes, Aguascalientes","Jaltomate, Municipio de Aguascalientes, Aguascalientes, 20324, México","(22.0155972, -102.1423353, 0.0)",22.0155972,-102.1423353,0.0
5771,1940,Aguascalientes,Hacienda,Aguascalientes,184.0,108.0,76.0,Jaltomate de Camarena ,"Jaltomate de Camarena , Aguascalientes, Aguascalientes",,,,,
5772,1940,Aguascalientes,Rancho,Aguascalientes,9.0,4.0,5.0,El Jaral ,"El Jaral , Aguascalientes, Aguascalientes","Mesa El Jaral, Municipio de Aguascalientes, Aguascalientes, 20373, México","(21.783378, -102.4981338, 0.0)",21.783378,-102.4981338,0.0
5773,1940,Aguascalientes,Ejido,Aguascalientes,0.0,0.0,0.0,Jesus Terán ,"Jesus Terán , Aguascalientes, Aguascalientes","Jesus Teran, 18, Calle Guadalupe Victoria, Soledad de Abajo, Cosío, Aguascalientes, 20470, México","(22.409444, -102.286111, 0.0)",22.409444,-102.286111,0.0
5774,1940,Aguascalientes,Rancho,Aguascalientes,40.0,21.0,19.0,Las Juntas ,"Las Juntas , Aguascalientes, Aguascalientes",,,,,
5775,1940,Aguascalientes,Rancho,Aguascalientes,78.0,45.0,33.0,Laborcilla de Arriba ,"Laborcilla de Arriba , Aguascalientes, Aguascalientes",,,,,
5776,1940,Aguascalientes,Rancho,Aguascalientes,35.0,17.0,18.0,Laborcillas ,"Laborcillas , Aguascalientes, Aguascalientes",,,,,
5777,1940,Aguascalientes,Rancho,Aguascalientes,11.0,6.0,5.0,Ladrillera ,"Ladrillera , Aguascalientes, Aguascalientes","La Ladrillera, Jesús María, Aguascalientes, 20910, México","(21.948785, -102.3602732, 0.0)",21.948785,-102.3602732,0.0
5778,1940,Aguascalientes,Rancho,Aguascalientes,9.0,6.0,3.0,Laguna Verde de San Bartolo ,"Laguna Verde de San Bartolo , Aguascalientes, Aguascalientes",,,,,
5779,1940,Aguascalientes,Raheno,Aguascalientes,69.0,33.0,36.0,Lagunita de los Anda ,"Lagunita de los Anda , Aguascalientes, Aguascalientes",,,,,
5780,1940,Aguascalientes,Rancho,Aguascalientes,50.0,23.0,27.0,Lagunita de los Martinez ,"Lagunita de los Martinez , Aguascalientes, Aguascalientes",,,,,
5781,1940,Aguascalientes,Rancho,Aguascalientes,34.0,16.0,18.0,Lagunita de Ubario ,"Lagunita de Ubario , Aguascalientes, Aguascalientes",,,,,
5782,1940,Aguascalientes,Rancho,Aguascalientes,59.0,31.0,28.0,La Lagunita ,"La Lagunita , Aguascalientes, Aguascalientes","Calle La Lagunita, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20196, México","(21.8816852, -102.2458513, 0.0)",21.8816852,-102.2458513,0.0
5783,1940,Aguascalientes,"Rancho,",Aguascalientes,25.0,14.0,11.0,Las Láminas ,"Las Láminas , Aguascalientes, Aguascalientes",,,,,
5784,1940,Aguascalientes,Rancho,Aguascalientes,11.0,5.0,6.0,El Litro ,"El Litro , Aguascalientes, Aguascalientes",,,,,
5785,1940,Aguascalientes,Rancho,Aguascalientes,24.0,9.0,15.0,La Loma ,"La Loma , Aguascalientes, Aguascalientes","La Loma del Gato (Gabriel Sánchez), San José de Gracia, Aguascalientes, 20520, México","(22.1661949, -102.5682276, 0.0)",22.1661949,-102.5682276,0.0
5786,1940,Aguascalientes,Congregación,Aguascalientes,157.0,83.0,74.0,Loreto ,"Loreto , Aguascalientes, Aguascalientes","Carretera Rincón de Romos-Loreto, Rincon de Romos Ags, Rincón de Romos, Aguascalientes, 20603, México","(22.2234092, -102.3176492, 0.0)",22.2234092,-102.3176492,0.0
5787,1940,Aguascalientes,Rancho,Aguascalientes,18.0,8.0,10.0,El Lucero ,"El Lucero , Aguascalientes, Aguascalientes","Calle El Lucero, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20314, México","(21.8306369, -102.3714852, 0.0)",21.8306369,-102.3714852,0.0
5788,1940,Aguascalientes,Rancho,Aguascalientes,8.0,5.0,3.0,La Luz de Muñoz ,"La Luz de Muñoz , Aguascalientes, Aguascalientes",,,,,
5789,1940,Aguascalientes,"Rancho,",Aguascalientes,267.0,132.0,135.0,La ,"La , Aguascalientes, Aguascalientes",,,,,
5790,1940,Aguascalientes,Rancho,Aguascalientes,16.0,8.0,8.0,La Luz de Peñuelas ,"La Luz de Peñuelas , Aguascalientes, Aguascalientes",,,,,
5791,1940,Aguascalientes,Rancho,Aguascalientes,24.0,12.0,12.0,El Maguey de Bernal ,"El Maguey de Bernal , Aguascalientes, Aguascalientes",,,,,
5792,1940,Aguascalientes,Rancho,Aguascalientes,20.0,11.0,9.0,Las Majadas ,"Las Majadas , Aguascalientes, Aguascalientes",,,,,
5793,1940,Aguascalientes,Rancho,Aguascalientes,13.0,7.0,6.0,El Malacate ,"El Malacate , Aguascalientes, Aguascalientes","Calle El Malacate, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20196, México","(21.8751881, -102.2512421, 0.0)",21.8751881,-102.2512421,0.0
5794,1940,Aguascalientes,Rancho,Aguascalientes,21.0,14.0,7.0,La Martinica ,"La Martinica , Aguascalientes, Aguascalientes",,,,,
5795,1940,Aguascalientes,Rancho,Aguascalientes,86.0,45.0,41.0,Matamoros ,"Matamoros , Aguascalientes, Aguascalientes","Matamoros, Calvillo, Aguascalientes, 20800, México","(21.8450148, -102.7195638, 0.0)",21.8450148,-102.7195638,0.0
5796,1940,Aguascalientes,Rancho,Aguascalientes,7.0,2.0,5.0,El Matorral ,"El Matorral , Aguascalientes, Aguascalientes",,,,,
5797,1940,Aguascalientes,Rancho,Aguascalientes,39.0,19.0,20.0,Media Luna ,"Media Luna , Aguascalientes, Aguascalientes","Media Luna, Calvillo, Aguascalientes, 20877, México","(21.7992187, -102.8007734, 0.0)",21.7992187,-102.8007734,0.0
5798,1940,Aguascalientes,Rancho,Aguascalientes,29.0,13.0,16.0,El Mesón ,"El Mesón , Aguascalientes, Aguascalientes",,,,,
5799,1940,Aguascalientes,Rancho,Aguascalientes,143.0,83.0,60.0,El Milagro de Matamoros ,"El Milagro de Matamoros , Aguascalientes, Aguascalientes",,,,,
5800,1940,Aguascalientes,Rancho,Aguascalientes,178.0,90.0,88.0,El Milagro ,"El Milagro , Aguascalientes, Aguascalientes","El Milagro, Rincón de Romos, Aguascalientes, México","(22.1438901, -102.3301393671985, 0.0)",22.1438901,-102.3301393671985,0.0
5801,1940,Aguascalientes,Rnacho,Aguascalientes,36.0,16.0,20.0,El Mirador ,"El Mirador , Aguascalientes, Aguascalientes","El Mirador, Calvillo, Aguascalientes, 20800, México","(21.8513569, -102.7287535, 0.0)",21.8513569,-102.7287535,0.0
5802,1940,Aguascalientes,Rancho,Aguascalientes,16.0,11.0,5.0,Mirandilla ,"Mirandilla , Aguascalientes, Aguascalientes",,,,,
5803,1940,Aguascalientes,Rancho,Aguascalientes,10.0,6.0,4.0,Mirasoles ,"Mirasoles , Aguascalientes, Aguascalientes","Calle Mirasoles, Jesús María, Aguascalientes, 20357, México","(21.9712323, -102.3484576, 0.0)",21.9712323,-102.3484576,0.0
5804,1940,Aguascalientes,Rancho,Aguascalientes,12.0,6.0,6.0,El Mitote ,"El Mitote , Aguascalientes, Aguascalientes",,,,,
5805,1940,Aguascalientes,Rancho,Aguascalientes,13.0,8.0,5.0,El Mocho de la Tinaja ,"El Mocho de la Tinaja , Aguascalientes, Aguascalientes",,,,,
5806,1940,Aguascalientes,Rancho,Aguascalientes,52.0,27.0,25.0,El Mocho de los Anda ,"El Mocho de los Anda , Aguascalientes, Aguascalientes",,,,,
5807,1940,Aguascalientes,Rancho,Aguascalientes,2.0,1.0,1.0,El Mocho ,"El Mocho , Aguascalientes, Aguascalientes","Calle El Mocho, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20196, México","(21.8770661, -102.2453808, 0.0)",21.8770661,-102.2453808,0.0
5808,1940,Aguascalientes,Rancho,Aguascalientes,49.0,25.0,24.0,El Molino ,"El Molino , Aguascalientes, Aguascalientes","El Molino, Camino Real, Los Campos, Ojuelos de Jalisco, Jalisco, 47540, México","(22.0175, -101.853889, 0.0)",22.0175,-101.853889,0.0
5809,1940,Aguascalientes,Congregación,Aguascalientes,193.0,92.0,101.0,Montero ,"Montero , Aguascalientes, Aguascalientes","Ingeniero Enrique Montero, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20299, México","(21.850631, -102.2605952, 0.0)",21.850631,-102.2605952,0.0
5810,1940,Aguascalientes,Ejido,Aguascalientes,44.0,26.0,18.0,Montero ,"Montero , Aguascalientes, Aguascalientes","Ingeniero Enrique Montero, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20299, México","(21.850631, -102.2605952, 0.0)",21.850631,-102.2605952,0.0
5811,1940,Aguascalientes,Rancho,Aguascalientes,86.0,40.0,46.0,Montoya ,"Montoya , Aguascalientes, Aguascalientes","Montoya, El Llano, Aguascalientes, 20361, México","(21.8785601, -101.9798539, 0.0)",21.8785601,-101.9798539,0.0
5812,1940,Aguascalientes,Rancho,Aguascalientes,18.0,10.0,8.0,Morelos o Los Jáuregui ,"Morelos o Los Jáuregui , Aguascalientes, Aguascalientes",,,,,
5813,1940,Aguascalientes,Rancho,Aguascalientes,74.0,43.0,31.0,Mosco ,"Mosco , Aguascalientes, Aguascalientes",,,,,
5814,1940,Aguascalientes,Rancho,Aguascalientes,111.0,60.0,51.0,El ,"El , Aguascalientes, Aguascalientes","Terrero 1, El, Carretera San Bartolo, Vista Alegre, Los Cuervos, Encarnación de Díaz, Jalisco, 47270, México","(21.669722, -102.173889, 0.0)",21.669722,-102.173889,0.0
5815,1940,Aguascalientes,Rancho,Aguascalientes,20.0,12.0,8.0,La Muralla ,"La Muralla , Aguascalientes, Aguascalientes",,,,,
5816,1940,Aguascalientes,Rancho,Aguascalientes,27.0,18.0,9.0,Naranjadas ,"Naranjadas , Aguascalientes, Aguascalientes",,,,,
5817,1940,Aguascalientes,Congregación,Aguascalientes,349.0,180.0,169.0,Los Negritos ,"Los Negritos , Aguascalientes, Aguascalientes","Los Negritos, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20310, México","(21.8702983, -102.3506056, 0.0)",21.8702983,-102.3506056,0.0
5818,1940,Aguascalientes,Rancho,Aguascalientes,73.0,35.0,38.0,El Niágara ,"El Niágara , Aguascalientes, Aguascalientes","El Niágara, Municipio de Aguascalientes, Aguascalientes, 20372, México","(21.7784782, -102.377267, 0.0)",21.7784782,-102.377267,0.0
5819,1940,Aguascalientes,Rancho,Aguascalientes,65.0,36.0,29.0,Noria ,"Noria , Aguascalientes, Aguascalientes","Noria del Borrego, Asientos, Aguascalientes, 20723, México","(22.2865346, -102.0404734, 0.0)",22.2865346,-102.0404734,0.0
5820,1940,Aguascalientes,Rancho,Aguascalientes,44.0,18.0,26.0,Novillo ,"Novillo , Aguascalientes, Aguascalientes","Cerro El Novillo, Rincón de Romos, Aguascalientes, 20603, México","(22.2118893, -102.3411152, 0.0)",22.2118893,-102.3411152,0.0
5821,1940,Aguascalientes,Rancho,Aguascalientes,14.0,8.0,6.0,Nueva York ,"Nueva York , Aguascalientes, Aguascalientes","Avenida Nueva York, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20340, México","(21.7910296, -102.2603938, 0.0)",21.7910296,-102.2603938,0.0
5822,1940,Aguascalientes,Ejido,Aguascalientes,104.0,52.0,52.0,El Ocote ,"El Ocote , Aguascalientes, Aguascalientes","El Ocote, Municipio de Aguascalientes, Aguascalientes, 20373, México","(21.7802069, -102.5173645, 0.0)",21.7802069,-102.5173645,0.0
5823,1940,Aguascalientes,Hacienda,Aguascalientes,146.0,64.0,82.0,Ojo Caliente ,"Ojo Caliente , Aguascalientes, Aguascalientes","Plaza de Ojo Caliente, La Pila, Ojocaliente, Calvillo, Aguascalientes, México","(21.8774926, -102.6753593187025, 0.0)",21.8774926,-102.6753593187025,0.0
5824,1940,Aguascalientes,Hacienda,Aguascalientes,116.0,61.0,55.0,La Ordeña ,"La Ordeña , Aguascalientes, Aguascalientes","San José de la Ordeña, Municipio de Aguascalientes, Aguascalientes, 20363, México","(21.9511195, -102.1535619, 0.0)",21.9511195,-102.1535619,0.0
5825,1940,Aguascalientes,Rancho,Aguascalientes,10.0,7.0,3.0,El Oriente ,"El Oriente , Aguascalientes, Aguascalientes","Circuito El Laurel Oriente, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20297, México","(21.9033983, -102.2380423, 0.0)",21.9033983,-102.2380423,0.0
5826,1940,Aguascalientes,Rancho,Aguascalientes,21.0,12.0,9.0,El Pajonal ,"El Pajonal , Aguascalientes, Aguascalientes",,,,,
5827,1940,Aguascalientes,Ejido,Aguascalientes,535.0,256.0,279.0,Palo Alto ,"Palo Alto , Aguascalientes, Aguascalientes","Palo Alto, El Llano, Aguascalientes, 20361, México","(21.9176869, -101.9639427, 0.0)",21.9176869,-101.9639427,0.0
5828,1940,Aguascalientes,Hacienda,Aguascalientes,390.0,217.0,173.0,Palo Alto ,"Palo Alto , Aguascalientes, Aguascalientes","Palo Alto, El Llano, Aguascalientes, 20361, México","(21.9176869, -101.9639427, 0.0)",21.9176869,-101.9639427,0.0
5829,1940,Aguascalientes,Rancho,Aguascalientes,16.0,10.0,6.0,Paso de Chicalote ,"Paso de Chicalote , Aguascalientes, Aguascalientes",,,,,
5830,1940,Aguascalientes,Ranchería,Aguascalientes,20.0,13.0,7.0,Paso Hondo ,"Paso Hondo , Aguascalientes, Aguascalientes","Calle Norias de Paso Hondo, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20175, México","(21.9083511, -102.2664798, 0.0)",21.9083511,-102.2664798,0.0
5831,1940,Aguascalientes,Rancho,Aguascalientes,29.0,13.0,16.0,El Pastor ,"El Pastor , Aguascalientes, Aguascalientes","Calle El Pastor, Lomas del Picacho, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20803, México","(21.886279, -102.3936953, 0.0)",21.886279,-102.3936953,0.0
5832,1940,Aguascalientes,Ejido,Aguascalientes,111.0,58.0,53.0,La Paz ,"La Paz , Aguascalientes, Aguascalientes","La Paz (La Unión), El Llano, Aguascalientes, 20338, México","(21.8698512, -102.038779, 0.0)",21.8698512,-102.038779,0.0
5833,1940,Aguascalientes,Ranchería,Aguascalientes,35.0,12.0,23.0,La Paz ,"La Paz , Aguascalientes, Aguascalientes","La Paz (La Unión), El Llano, Aguascalientes, 20338, México","(21.8698512, -102.038779, 0.0)",21.8698512,-102.038779,0.0
5834,1940,Aguascalientes,Rancho,Aguascalientes,39.0,26.0,13.0,Pedernal ,"Pedernal , Aguascalientes, Aguascalientes","Pedernal Primero, Jesús María, Aguascalientes, 20917, México","(21.891986, -102.5065794, 0.0)",21.891986,-102.5065794,0.0
5835,1940,Aguascalientes,Ejido,Aguascalientes,99.0,51.0,48.0,Peñuelas ,"Peñuelas , Aguascalientes, Aguascalientes","Buenavista de Peñuelas, Municipio de Aguascalientes, Aguascalientes, 20345, México","(21.7193439, -102.2940896, 0.0)",21.7193439,-102.2940896,0.0
5836,1940,Aguascalientes,Estación F C,Aguascalientes,33.0,15.0,18.0,Peñuelas ,"Peñuelas , Aguascalientes, Aguascalientes","Buenavista de Peñuelas, Municipio de Aguascalientes, Aguascalientes, 20345, México","(21.7193439, -102.2940896, 0.0)",21.7193439,-102.2940896,0.0
5837,1940,Aguascalientes,Hacienda,Aguascalientes,298.0,156.0,142.0,Peñuelas ,"Peñuelas , Aguascalientes, Aguascalientes","Buenavista de Peñuelas, Municipio de Aguascalientes, Aguascalientes, 20345, México","(21.7193439, -102.2940896, 0.0)",21.7193439,-102.2940896,0.0
5838,1940,Aguascalientes,Rancho,Aguascalientes,5.0,3.0,2.0,Las Petacas o San José del Monte ,"Las Petacas o San José del Monte , Aguascalientes, Aguascalientes",,,,,
5839,1940,Aguascalientes,Rancho,Aguascalientes,49.0,24.0,25.0,El Picacho ,"El Picacho , Aguascalientes, Aguascalientes","El Picacho, Calvillo, Aguascalientes, México","(22.0209843, -102.7816511, 0.0)",22.0209843,-102.7816511,0.0
5840,1940,Aguascalientes,Rancho,Aguascalientes,21.0,12.0,9.0,La Piedad ,"La Piedad , Aguascalientes, Aguascalientes","Camino La Piedad, El Llano, Aguascalientes, 20330, México","(21.886079, -102.0743029, 0.0)",21.886079,-102.0743029,0.0
5841,1940,Aguascalientes,Rancho,Aguascalientes,125.0,69.0,56.0,Los Pirules ,"Los Pirules , Aguascalientes, Aguascalientes","Cerro Los Pirules, Calvillo, Aguascalientes, México","(21.7836461, -102.5874107, 0.0)",21.7836461,-102.5874107,0.0
5842,1940,Aguascalientes,Rancho,Aguascalientes,10.0,5.0,5.0,La Piapiorra ,"La Piapiorra , Aguascalientes, Aguascalientes",,,,,
5843,1940,Aguascalientes,Rancho,Aguascalientes,16.0,6.0,10.0,Los Placeres ,"Los Placeres , Aguascalientes, Aguascalientes","Calle de los Placeres, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20293, México","(21.8692606, -102.2899208, 0.0)",21.8692606,-102.2899208,0.0
5844,1940,Aguascalientes,Ejido,Aguascalientes,191.0,108.0,83.0,Las Placitas ,"Las Placitas , Aguascalientes, Aguascalientes",,,,,
5845,1940,Aguascalientes,Ejido,Aguascalientes,168.0,92.0,76.0,Los Pocitos ,"Los Pocitos , Aguascalientes, Aguascalientes","Plazuela, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20193, México","(21.8809328, -102.254846, 0.0)",21.8809328,-102.254846,0.0
5846,1940,Aguascalientes,Hacienda,Aguascalientes,60.0,30.0,30.0,Los Pocitos ,"Los Pocitos , Aguascalientes, Aguascalientes","Plazuela, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20193, México","(21.8809328, -102.254846, 0.0)",21.8809328,-102.254846,0.0
5847,1940,Aguascalientes,Rancho,Aguascalientes,23.0,13.0,10.0,Los Popotes ,"Los Popotes , Aguascalientes, Aguascalientes",,,,,
5848,1940,Aguascalientes,Rancho,Aguascalientes,14.0,6.0,8.0,Pozo Blanco ,"Pozo Blanco , Aguascalientes, Aguascalientes","Calle Pozo Blanco, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20126, México","(21.9282642, -102.280793, 0.0)",21.9282642,-102.280793,0.0
5849,1940,Aguascalientes,Rancho,Aguascalientes,9.0,5.0,4.0,Pozo Bravo ,"Pozo Bravo , Aguascalientes, Aguascalientes","Condominio San Jose de Pozo Bravo, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20126, México","(21.93841715, -102.27912366529647, 0.0)",21.93841715,-102.27912366529647,0.0
5850,1940,Aguascalientes,Rancho,Aguascalientes,49.0,23.0,26.0,La Primavera ,"La Primavera , Aguascalientes, Aguascalientes","La Primavera, Calvillo, Aguascalientes, 20880, México","(21.9339562, -102.6980118, 0.0)",21.9339562,-102.6980118,0.0
5851,1940,Aguascalientes,Rancho,Aguascalientes,30.0,19.0,11.0,Providencia de Abajo ,"Providencia de Abajo , Aguascalientes, Aguascalientes",,,,,
5852,1940,Aguascalientes,Rancho,Aguascalientes,110.0,61.0,49.0,La Providencia de Peñuelas ,"La Providencia de Peñuelas , Aguascalientes, Aguascalientes",,,,,
5853,1940,Aguascalientes,Rancho,Aguascalientes,95.0,43.0,52.0,La Providencia de San Bartolo ,"La Providencia de San Bartolo , Aguascalientes, Aguascalientes",,,,,
5854,1940,Aguascalientes,Rancho,Aguascalientes,75.0,51.0,24.0,Puente ,"Puente , Aguascalientes, Aguascalientes","Puente de Villalpando, Tapias Viejas, Jesús María, Aguascalientes, 20870, México","(21.8558848, -102.5273932, 0.0)",21.8558848,-102.5273932,0.0
5855,1940,Aguascalientes,Rancho,Aguascalientes,14.0,7.0,7.0,Puerta de Alazanas ,"Puerta de Alazanas , Aguascalientes, Aguascalientes",,,,,
5856,1940,Aguascalientes,Rancho,Aguascalientes,147.0,79.0,68.0,El Puertecito de Hernández ,"El Puertecito de Hernández , Aguascalientes, Aguascalientes",,,,,
5857,1940,Aguascalientes,Ranebo,Aguascalientes,4.0,2.0,2.0,El Puertecito de la Virgen ,"El Puertecito de la Virgen , Aguascalientes, Aguascalientes","Calle El Puertecito de la Virgen, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20193, México","(21.8790581, -102.2540901, 0.0)",21.8790581,-102.2540901,0.0
5858,1940,Aguascalientes,Rancho,Aguascalientes,15.0,8.0,7.0,Purísima ,"Purísima , Aguascalientes, Aguascalientes","Barrio de la Purísima, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20240, México","(21.8823058, -102.2850399, 0.0)",21.8823058,-102.2850399,0.0
5859,1940,Aguascalientes,Rancho,Aguascalientes,7.0,2.0,5.0,Purísima de la Tinaja ,"Purísima de la Tinaja , Aguascalientes, Aguascalientes",,,,,
5860,1940,Aguascalientes,Rancho,Aguascalientes,124.0,67.0,57.0,Rancho de Cañada Honda ,"Rancho de Cañada Honda , Aguascalientes, Aguascalientes",,,,,
5861,1940,Aguascalientes,Rancho,Aguascalientes,97.0,47.0,50.0,Rancho Nuevo de Cieneguilla ,"Rancho Nuevo de Cieneguilla , Aguascalientes, Aguascalientes",,,,,
5862,1940,Aguascalientes,Rencho,Aguascalientes,37.0,19.0,18.0, La Reforma," La Reforma, Aguascalientes, Aguascalientes","Calle Ley Federal de la Reforma Agraria, Pabellón de Arteaga, Aguascalientes, 20668, México","(22.0946882, -102.2668998, 0.0)",22.0946882,-102.2668998,0.0
5863,1940,Aguascalientes,Rancho,Aguascalientes,51.0,23.0,28.0,Refugio de Cañadas ,"Refugio de Cañadas , Aguascalientes, Aguascalientes",,,,,
5864,1940,Aguascalientes,Rancho,Aguascalientes,22.0,14.0,8.0,El Refugio de Parga ,"El Refugio de Parga , Aguascalientes, Aguascalientes",,,,,
5865,1940,Aguascalientes,Rancho,Aguascalientes,24.0,13.0,11.0,El Refugio de San Bartolo ,"El Refugio de San Bartolo , Aguascalientes, Aguascalientes",,,,,
5866,1940,Aguascalientes,Rancho,Aguascalientes,30.0,19.0,11.0,El Refugio de Zoyatal ,"El Refugio de Zoyatal , Aguascalientes, Aguascalientes",,,,,
5867,1940,Aguascalientes,Ranchería,Aguascalientes,0.0,0.0,0.0,El Refugio ,"El Refugio , Aguascalientes, Aguascalientes","El Refugio, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20193, México","(21.8912367, -102.255903, 0.0)",21.8912367,-102.255903,0.0
5868,1940,Aguascalientes,Rancho,Aguascalientes,29.0,15.0,14.0,El Refugio ,"El Refugio , Aguascalientes, Aguascalientes","El Refugio, Aguascalientes, Municipio de Aguascalientes, Aguascalientes, 20193, México","(21.8912367, -102.255903, 0.0)",21.8912367,-102.255903,0.0
5869,1940,Aguascalientes,Rancho,Aguascalientes,77.0,43.0,34.0,El Retoño ,"El Retoño , Aguascalientes, Aguascalientes","El Retoño, El Llano, Aguascalientes, 20387, México","(21.8400075, -102.1664759, 0.0)",21.8400075,-102.1664759,0.0
5870,1940,Aguascalientes,Rancho,Aguascalientes,7.0,5.0,2.0,Rincón de Ponce ,"Rincón de Ponce , Aguascalientes, Aguascalientes",,,,,
5871,1940,Aguascalientes,Rancho,Aguascalientes,11.0,5.0,6.0,Sacrificio ,"Sacrificio , Aguascalientes, Aguascalientes",,,,,
5872,1940,Aguascalientes,Rancho,Aguascalientes,68.0,34.0,34.0,La Salada ,"La Salada , Aguascalientes, Aguascalientes",,,,,
