,year,estado,tipo,municipalidad,hombres,mujeres,total,localidad,full_location,location,point,latitude,longitude,altitude
0,1940,Chihuahua,Villa,Aldama,2812.0,1437.0,1375.0,Aldama ,"Aldama , Aldama, Chihuahua","Aldama, Chihuahua, México","(28.8377727, -105.9160119, 0.0)",28.8377727,-105.9160119,0.0
1,1940,Chihuahua,Rancho,Aldama,38.0,21.0,17.0,Agua Blanca 1 ,"Agua Blanca 1 , Aldama, Chihuahua",,,,,
2,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Agua Blanca 2 ,"Agua Blanca 2 , Aldama, Chihuahua",,,,,
3,1940,Chihuahua,Rancho,Aldama,6.0,3.0,3.0,Agua De Terrazas ,"Agua De Terrazas , Aldama, Chihuahua",,,,,
4,1940,Chihuahua,Rancho,Aldama,18.0,9.0,9.0,Agua Dulce ,"Agua Dulce , Aldama, Chihuahua",,,,,
5,1940,Chihuahua,Rancho,Aldama,16.0,8.0,8.0,Aguirreño ,"Aguirreño , Aldama, Chihuahua",,,,,
6,1940,Chihuahua,Rancho,Aldama,21.0,13.0,8.0,El Alamo De Chorreras ,"El Alamo De Chorreras , Aldama, Chihuahua",,,,,
7,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Alamo De A Pena Blanca ,"Alamo De A Pena Blanca , Aldama, Chihuahua",,,,,
8,1940,Chihuahua,Rancho,Aldama,70.0,32.0,38.0,Alamos De Carrillo ,"Alamos De Carrillo , Aldama, Chihuahua",,,,,
9,1940,Chihuahua,Rancho,Aldama,13.0,9.0,4.0,Los Alamos De As Damas ,"Los Alamos De As Damas , Aldama, Chihuahua",,,,,
10,1940,Chihuahua,Sección F.C,Aldama,22.0,9.0,13.0,Aldama ,"Aldama , Aldama, Chihuahua","Aldama, Chihuahua, México","(28.8377727, -105.9160119, 0.0)",28.8377727,-105.9160119,0.0
11,1940,Chihuahua,Rancho,Aldama,11.0,1.0,10.0,Los Angeles ,"Los Angeles , Aldama, Chihuahua",,,,,
12,1940,Chihuahua,Rancho,Aldama,18.0,9.0,9.0,Las Animas ,"Las Animas , Aldama, Chihuahua","Las Animas, Aldama, Chihuahua, México","(29.0854855, -105.9672588, 0.0)",29.0854855,-105.9672588,0.0
13,1940,Chihuahua,Rancho,Aldama,130.0,76.0,54.0,El Arbolito ,"El Arbolito , Aldama, Chihuahua",,,,,
14,1940,Chihuahua,Rancho,Aldama,23.0,11.0,12.0,El Bajío ,"El Bajío , Aldama, Chihuahua",,,,,
15,1940,Chihuahua,Rancho,Aldama,30.0,17.0,13.0,Barrenos ,"Barrenos , Aldama, Chihuahua",,,,,
16,1940,Chihuahua,Ejido,Aldama,12.0,11.0,1.0,Bernardino ,"Bernardino , Aldama, Chihuahua",,,,,
17,1940,Chihuahua,Rancho,Aldama,6.0,4.0,2.0,La Boquillas ,"La Boquillas , Aldama, Chihuahua",,,,,
18,1940,Chihuahua,Rancho,Aldama,119.0,73.0,46.0,El Bosque ,"El Bosque , Aldama, Chihuahua",,,,,
19,1940,Chihuahua,Rancho,Aldama,17.0,9.0,8.0,Buena Vista ,"Buena Vista , Aldama, Chihuahua",,,,,
20,1940,Chihuahua,Rancho,Aldama,20.0,8.0,12.0,La Buñiga ,"La Buñiga , Aldama, Chihuahua",,,,,
21,1940,Chihuahua,Rancho,Aldama,8.0,5.0,3.0,Calderón ,"Calderón , Aldama, Chihuahua",,,,,
22,1940,Chihuahua,Rancho,Aldama,188.0,103.0,85.0,Calera La ,"Calera La , Aldama, Chihuahua","Caigra, Aldama, Chihuahua, México","(28.8550764, -105.937635, 0.0)",28.8550764,-105.937635,0.0
23,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Carrasco ,"Carrasco , Aldama, Chihuahua",,,,,
24,1940,Chihuahua,Rancho,Aldama,4.0,3.0,1.0,El Carrizo ,"El Carrizo , Aldama, Chihuahua","El Carrizo, Aldama, Chihuahua, México","(29.0168644, -105.948482, 0.0)",29.0168644,-105.948482,0.0
25,1940,Chihuahua,Rancho,Aldama,16.0,9.0,7.0,Casas Blancas ,"Casas Blancas , Aldama, Chihuahua",,,,,
26,1940,Chihuahua,Rancho,Aldama,36.0,16.0,20.0,El Centenario ,"El Centenario , Aldama, Chihuahua",,,,,
27,1940,Chihuahua,Rancho,Aldama,13.0,6.0,7.0,Cerritos Los ,"Cerritos Los , Aldama, Chihuahua",,,,,
28,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Cerros Prietos ,"Cerros Prietos , Aldama, Chihuahua","Cerros Prietos, Aldama, Chihuahua, México","(29.4834636, -105.8787982, 0.0)",29.4834636,-105.8787982,0.0
29,1940,Chihuahua,Rancho,Aldama,18.0,11.0,7.0,Ciénega Grande ,"Ciénega Grande , Aldama, Chihuahua",,,,,
30,1940,Chihuahua,Rancho,Aldama,10.0,6.0,4.0,Colonia La ,"Colonia La , Aldama, Chihuahua",,,,,
31,1940,Chihuahua,Rancho,Aldama,5.0,4.0,1.0,La Cruz ,"La Cruz , Aldama, Chihuahua","Calle Sor Juan Ines De La Cruz, Maclovio Herrera, Maclovio Herrera (Estación Falomir), Aldama, Chihuahua, México","(29.0671959, -105.1436408, 0.0)",29.0671959,-105.1436408,0.0
32,1940,Chihuahua,Rancho,Aldama,11.0,5.0,6.0,Cuarenta y Ocho ,"Cuarenta y Ocho , Aldama, Chihuahua","El Cuarenta y Ocho, Aldama, Chihuahua, México","(29.3557922, -105.89311, 0.0)",29.3557922,-105.89311,0.0
33,1940,Chihuahua,Rancho,Aldama,2.0,2.0,0.0,El Cuervo ,"El Cuervo , Aldama, Chihuahua","El Cuervo, Aldama, Chihuahua, México","(29.285997, -105.9859409, 0.0)",29.285997,-105.9859409,0.0
34,1940,Chihuahua,Rancho,Aldama,8.0,5.0,3.0,Charco Prieto ,"Charco Prieto , Aldama, Chihuahua","Charco Prieto, Aldama, Chihuahua, México","(28.98227555, -106.14495974341085, 0.0)",28.98227555,-106.14495974341085,0.0
35,1940,Chihuahua,Rancho,Aldama,7.0,3.0,4.0,Chavez ,"Chavez , Aldama, Chihuahua",,,,,
36,1940,Chihuahua,Ejido,Aldama,128.0,78.0,50.0,Las Chorrenas ,"Las Chorrenas , Aldama, Chihuahua",,,,,
37,1940,Chihuahua,Mineral,Aldama,0.0,0.0,0.0,Damas Las ,"Damas Las , Aldama, Chihuahua","Sierra Las Damas, Aldama, Chihuahua, México","(29.4540223, -105.7898281, 0.0)",29.4540223,-105.7898281,0.0
38,1940,Chihuahua,Rancho,Aldama,3.0,1.0,2.0,El Delirio ,"El Delirio , Aldama, Chihuahua",,,,,
39,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,El Divisudero ,"El Divisudero , Aldama, Chihuahua",,,,,
40,1940,Chihuahua,Hacienda,Aldama,90.0,44.0,46.0,Dolores ,"Dolores , Aldama, Chihuahua","Puerto Dolores, Aldama, Chihuahua, México","(28.7007022, -105.9046538, 0.0)",28.7007022,-105.9046538,0.0
41,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Don Aurelio ,"Don Aurelio , Aldama, Chihuahua",,,,,
42,1940,Chihuahua,Rancho,Aldama,6.0,4.0,2.0,Don Cuco Ramírez ,"Don Cuco Ramírez , Aldama, Chihuahua",,,,,
43,1940,Chihuahua,Sección F.C,Aldama,0.0,0.0,0.0,La Encantada ,"La Encantada , Aldama, Chihuahua",,,,,
44,1940,Chihuahua,Colonia Agrícola,Aldama,48.0,31.0,17.0,El Esfuerzo ,"El Esfuerzo , Aldama, Chihuahua",,,,,
45,1940,Chihuahua,Rancho,Aldama,3.0,1.0,2.0,La Esperanza Cepedeña ,"La Esperanza Cepedeña , Aldama, Chihuahua",,,,,
46,1940,Chihuahua,Rancho,Aldama,69.0,39.0,30.0,La Esperanza De La Laguna ,"La Esperanza De La Laguna , Aldama, Chihuahua",,,,,
47,1940,Chihuahua,Rancho,Aldama,11.0,7.0,4.0,La Esperanza ,"La Esperanza , Aldama, Chihuahua","La Esperanza, Aldama, Chihuahua, México","(28.9827393, -105.9543691, 0.0)",28.9827393,-105.9543691,0.0
48,1940,Chihuahua,Rancho,Aldama,8.0,5.0,3.0,Gamareño ,"Gamareño , Aldama, Chihuahua",,,,,
49,1940,Chihuahua,Rancho,Aldama,40.0,23.0,17.0,El Gateado ,"El Gateado , Aldama, Chihuahua",,,,,
50,1940,Chihuahua,Rancho,Aldama,8.0,5.0,3.0,Gatunal El ,"Gatunal El , Aldama, Chihuahua","El Gatuñal, Aldama, Chihuahua, México","(28.5755268, -105.5699896, 0.0)",28.5755268,-105.5699896,0.0
51,1940,Chihuahua,Rancho,Aldama,16.0,9.0,7.0,La Gloria ,"La Gloria , Aldama, Chihuahua",,,,,
52,1940,Chihuahua,Colonia Agrícola,Aldama,34.0,17.0,17.0,Hormigas ,"Hormigas , Aldama, Chihuahua","Hormigas, Aldama, Chihuahua, México","(29.238063, -105.7904605, 0.0)",29.238063,-105.7904605,0.0
53,1940,Chihuahua,Rancho,Aldama,13.0,5.0,8.0,Hotel Salud ,"Hotel Salud , Aldama, Chihuahua",,,,,
54,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,El Huérfano ,"El Huérfano , Aldama, Chihuahua","El Huérfano, Aldama, Chihuahua, México","(29.1231683, -105.5231863, 0.0)",29.1231683,-105.5231863,0.0
55,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,La Laguna Agrícola ,"La Laguna Agrícola , Aldama, Chihuahua",,,,,
56,1940,Chihuahua,Rancho,Aldama,5.0,1.0,4.0,Laguna de Doña Pancha ,"Laguna de Doña Pancha , Aldama, Chihuahua",,,,,
57,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Laguna de Doña Petra ,"Laguna de Doña Petra , Aldama, Chihuahua",,,,,
58,1940,Chihuahua,Rancho,Aldama,13.0,6.0,7.0,La Laguna Honda ,"La Laguna Honda , Aldama, Chihuahua",,,,,
59,1940,Chihuahua,Rancho,Aldama,9.0,7.0,2.0,Lemus Los ,"Lemus Los , Aldama, Chihuahua",,,,,
60,1940,Chihuahua,Rancho,Aldama,112.0,73.0,39.0,Leones Los ,"Leones Los , Aldama, Chihuahua","Los Leones, Aldama, Chihuahua, México","(28.7382331, -105.958823, 0.0)",28.7382331,-105.958823,0.0
61,1940,Chihuahua,Rancho,Aldama,6.0,4.0,2.0,Loma Larga ,"Loma Larga , Aldama, Chihuahua","Loma Larga, Aldama, Chihuahua, México","(28.6808843, -105.543109, 0.0)",28.6808843,-105.543109,0.0
62,1940,Chihuahua,Rancho,Aldama,7.0,4.0,3.0,Los Lotes ,"Los Lotes , Aldama, Chihuahua",,,,,
63,1940,Chihuahua,Congregación,Aldama,416.0,225.0,191.0,Maclovio Herrera ,"Maclovio Herrera , Aldama, Chihuahua","Maclovio Herrera (Estación Falomir), Aldama, Chihuahua, México","(29.0650689, -105.1437294, 0.0)",29.0650689,-105.1437294,0.0
64,1940,Chihuahua,Rancho,Aldama,10.0,6.0,4.0,Manga Fierreña ,"Manga Fierreña , Aldama, Chihuahua",,,,,
65,1940,Chihuahua,Rancho,Aldama,14.0,8.0,6.0,Las Maravillas ,"Las Maravillas , Aldama, Chihuahua",,,,,
66,1940,Chihuahua,Sección F.C,Aldama,0.0,0.0,0.0,Márquez ,"Márquez , Aldama, Chihuahua","Calle M. Márquez M., Aldama, Chihuahua, México","(28.847063, -105.9308276, 0.0)",28.847063,-105.9308276,0.0
67,1940,Chihuahua,Rancho,Aldama,12.0,6.0,6.0,Martinez ,"Martinez , Aldama, Chihuahua","Martinez, Aldama, Chihuahua, México","(29.1726282, -105.963342, 0.0)",29.1726282,-105.963342,0.0
68,1940,Chihuahua,Rancho,Aldama,17.0,10.0,7.0,La Merced ,"La Merced , Aldama, Chihuahua",,,,,
69,1940,Chihuahua,Rancho,Aldama,158.0,84.0,74.0,La Mesa ,"La Mesa , Aldama, Chihuahua","La Mesa, Aldama, Chihuahua, México","(28.7696158, -105.9686048, 0.0)",28.7696158,-105.9686048,0.0
70,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,El Mezquite ,"El Mezquite , Aldama, Chihuahua","El Mezquite, Aldama, Chihuahua, México","(29.07298015, -105.62349972983188, 0.0)",29.07298015,-105.62349972983188,0.0
71,1940,Chihuahua,Rancho,Aldama,2.0,2.0,0.0,Miguel Marquez ,"Miguel Marquez , Aldama, Chihuahua",,,,,
72,1940,Chihuahua,Rancho,Aldama,192.0,111.0,81.0,El Mimbre ,"El Mimbre , Aldama, Chihuahua","El Mimbre, El Mimbre de Abajo, Aldama, Chihuahua, México","(28.8174063, -105.9971212, 0.0)",28.8174063,-105.9971212,0.0
73,1940,Chihuahua,Rancho,Aldama,5.0,3.0,2.0,Minjares ,"Minjares , Aldama, Chihuahua",,,,,
74,1940,Chihuahua,Rancho,Aldama,8.0,7.0,1.0,Misteno El ,"Misteno El , Aldama, Chihuahua",,,,,
75,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Molino El ,"Molino El , Aldama, Chihuahua",,,,,
76,1940,Chihuahua,Rancho,Aldama,11.0,7.0,4.0,Mora La ,"Mora La , Aldama, Chihuahua",,,,,
77,1940,Chihuahua,Rancho,Aldama,27.0,14.0,13.0,Morita La ,"Morita La , Aldama, Chihuahua",,,,,
78,1940,Chihuahua,Rancho,Aldama,4.0,3.0,1.0,Mula La ,"Mula La , Aldama, Chihuahua","Entrada La Mula, La Sotolosa, Aldama, Chihuahua, México","(29.1444813, -105.445919, 0.0)",29.1444813,-105.445919,0.0
79,1940,Chihuahua,Rancho,Aldama,3.0,2.0,1.0,Neteño ,"Neteño , Aldama, Chihuahua",,,,,
80,1940,Chihuahua,Rancho,Aldama,10.0,6.0,4.0,Nieto ,"Nieto , Aldama, Chihuahua",,,,,
81,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Noria ,"Noria , Aldama, Chihuahua","La Noria, Aldama, Chihuahua, México","(29.2570316, -105.3666322, 0.0)",29.2570316,-105.3666322,0.0
82,1940,Chihuahua,Rancho,Aldama,16.0,10.0,6.0,Las Norias 1 ,"Las Norias 1 , Aldama, Chihuahua",,,,,
83,1940,Chihuahua,Rancho,Aldama,6.0,3.0,3.0,Las Norias 2 ,"Las Norias 2 , Aldama, Chihuahua",,,,,
84,1940,Chihuahua,Rancho,Aldama,13.0,6.0,7.0,Norias Nuevas ,"Norias Nuevas , Aldama, Chihuahua",,,,,
85,1940,Chihuahua,Rancho,Aldama,7.0,4.0,3.0,El Ojito ,"El Ojito , Aldama, Chihuahua",,,,,
86,1940,Chihuahua,Rancho,Aldama,6.0,6.0,0.0,El Ojo Terreño ,"El Ojo Terreño , Aldama, Chihuahua",,,,,
87,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,El Olvido ,"El Olvido , Aldama, Chihuahua",,,,,
88,1940,Chihuahua,Rancho,Aldama,20.0,10.0,10.0,La Otra Blanca ,"La Otra Blanca , Aldama, Chihuahua",,,,,
89,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,El Padre ,"El Padre , Aldama, Chihuahua",,,,,
90,1940,Chihuahua,Ejido,Aldama,93.0,47.0,46.0,Pastor El ,"Pastor El , Aldama, Chihuahua","El Pastor, Aldama, Chihuahua, México","(29.2637546, -105.3369007, 0.0)",29.2637546,-105.3369007,0.0
91,1940,Chihuahua,Sección F.C,Aldama,51.0,28.0,23.0,Picachos ,"Picachos , Aldama, Chihuahua",,,,,
92,1940,Chihuahua,Pueblo,Aldama,231.0,129.0,102.0,Placer De Guadalupe ,"Placer De Guadalupe , Aldama, Chihuahua","Placer de Guadalupe, Aldama, Chihuahua, México","(29.1607539, -105.3821461, 0.0)",29.1607539,-105.3821461,0.0
93,1940,Chihuahua,Pueblo,Aldama,42.0,25.0,17.0,Placer De Santo Domingo ,"Placer De Santo Domingo , Aldama, Chihuahua",,,,,
94,1940,Chihuahua,Mineral,Aldama,165.0,87.0,78.0,Las Plomosas ,"Las Plomosas , Aldama, Chihuahua",,,,,
95,1940,Chihuahua,Rancho,Aldama,22.0,12.0,10.0,El Polvo ,"El Polvo , Aldama, Chihuahua",,,,,
96,1940,Chihuahua,Rancho,Aldama,10.0,7.0,3.0,Porvenir El 1 ,"Porvenir El 1 , Aldama, Chihuahua","Entronque Km. 17.1 - El Porvenir, Los Leones, Aldama, Chihuahua, México","(28.7541233, -105.9749753, 0.0)",28.7541233,-105.9749753,0.0
97,1940,Chihuahua,Rancho,Aldama,9.0,5.0,4.0,Porvenir El 2 ,"Porvenir El 2 , Aldama, Chihuahua","Calle El Porvenir, Aldama, Chihuahua, México","(28.8565199, -105.9337992, 0.0)",28.8565199,-105.9337992,0.0
98,1940,Chihuahua,Rancho,Aldama,7.0,3.0,4.0,El Potrero ,"El Potrero , Aldama, Chihuahua","El Potrero del Llano (Piedras Negras), Aldama, Chihuahua, México","(28.774788, -105.4817098, 0.0)",28.774788,-105.4817098,0.0
99,1940,Chihuahua,Rancho,Aldama,7.0,3.0,4.0,Pozo De San Antonio ,"Pozo De San Antonio , Aldama, Chihuahua",,,,,
100,1940,Chihuahua,Rancho,Aldama,7.0,4.0,3.0,Pozos Los ,"Pozos Los , Aldama, Chihuahua",,,,,
101,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,La Providencia ,"La Providencia , Aldama, Chihuahua",,,,,
102,1940,Chihuahua,Congregación,Aldama,819.0,435.0,384.0,Pueblito ,"Pueblito , Aldama, Chihuahua","El Pueblito, Aldama, Chihuahua, México","(29.1010016, -105.1116507, 0.0)",29.1010016,-105.1116507,0.0
103,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Rancheria ,"Rancheria , Aldama, Chihuahua",,,,,
104,1940,Chihuahua,Rancho,Aldama,18.0,10.0,8.0,Ranchito de Hormigas ,"Ranchito de Hormigas , Aldama, Chihuahua",,,,,
105,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Rancho 1 ,"Rancho 1 , Aldama, Chihuahua","Rancho Largo, Aldama, Chihuahua, México","(28.8612498, -105.9408813, 0.0)",28.8612498,-105.9408813,0.0
106,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Rancho 2 ,"Rancho 2 , Aldama, Chihuahua","Rancho Largo, Aldama, Chihuahua, México","(28.8612498, -105.9408813, 0.0)",28.8612498,-105.9408813,0.0
107,1940,Chihuahua,Rancho,Aldama,58.0,31.0,27.0,Rancho de Enmedio ,"Rancho de Enmedio , Aldama, Chihuahua",,,,,
108,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Recuerdo El ,"Recuerdo El , Aldama, Chihuahua",,,,,
109,1940,Chihuahua,Rancho,Aldama,5.0,3.0,2.0,Robles ,"Robles , Aldama, Chihuahua",,,,,
110,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,El Salitrillo ,"El Salitrillo , Aldama, Chihuahua",,,,,
111,1940,Chihuahua,Pueblo,Aldama,684.0,345.0,339.0,San Diego De Alcala ,"San Diego De Alcala , Aldama, Chihuahua","San Diego de Alcala, Aldama, Chihuahua, México","(28.5945607, -105.5721572, 0.0)",28.5945607,-105.5721572,0.0
112,1940,Chihuahua,Rancho,Aldama,36.0,15.0,21.0,San Francisco Arzateño ,"San Francisco Arzateño , Aldama, Chihuahua",,,,,
113,1940,Chihuahua,Rancho,Aldama,61.0,33.0,28.0,San Iguacio ,"San Iguacio , Aldama, Chihuahua",,,,,
114,1940,Chihuahua,Rancho,Aldama,16.0,9.0,7.0,San Isidro 1 ,"San Isidro 1 , Aldama, Chihuahua","San Isidro, Aldama, Chihuahua, México","(28.5699102, -105.5358659, 0.0)",28.5699102,-105.5358659,0.0
115,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,San Isidro 2 ,"San Isidro 2 , Aldama, Chihuahua","San Isidro, Aldama, Chihuahua, México","(28.5699102, -105.5358659, 0.0)",28.5699102,-105.5358659,0.0
116,1940,Chihuahua,Rancho,Aldama,262.0,129.0,133.0,San Juan De Urrutia ,"San Juan De Urrutia , Aldama, Chihuahua","San Juan de Urrutia, Aldama, Chihuahua, México","(29.131809, -105.0707111, 0.0)",29.131809,-105.0707111,0.0
117,1940,Chihuahua,Estación F.C,Aldama,42.0,19.0,23.0,San Sóstenes ,"San Sóstenes , Aldama, Chihuahua",,,,,
118,1940,Chihuahua,Mineral,Aldama,15.0,5.0,10.0,Santa Cristina ,"Santa Cristina , Aldama, Chihuahua",,,,,
119,1940,Chihuahua,Rancho,Aldama,20.0,7.0,13.0,Santa Maria ,"Santa Maria , Aldama, Chihuahua","Santa Maria, Aldama, Chihuahua, México","(28.7389482, -105.6707712, 0.0)",28.7389482,-105.6707712,0.0
120,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,Saucito ,"Saucito , Aldama, Chihuahua",,,,,
121,1940,Chihuahua,Sección F.C,Aldama,0.0,0.0,0.0,Setenta ,"Setenta , Aldama, Chihuahua","El Setenta y Cingo, El Morreón (El Morrión), Aldama, Chihuahua, México","(29.057770050000002, -105.6178265324461, 0.0)",29.057770050000002,-105.6178265324461,0.0
122,1940,Chihuahua,Rancho,Aldama,41.0,19.0,22.0,El Soldado ,"El Soldado , Aldama, Chihuahua",,,,,
123,1940,Chihuahua,Rancho,Aldama,0.0,0.0,0.0,La Soledad ,"La Soledad , Aldama, Chihuahua",,,,,
124,1940,Chihuahua,Rancho,Aldama,14.0,8.0,6.0,Talavera ,"Talavera , Aldama, Chihuahua",,,,,
125,1940,Chihuahua,Rancho,Aldama,14.0,8.0,6.0,Tarín ,"Tarín , Aldama, Chihuahua",,,,,
126,1940,Chihuahua,Rancho,Aldama,135.0,76.0,59.0,La Tasajera ,"La Tasajera , Aldama, Chihuahua",,,,,
127,1940,Chihuahua,Rancho,Aldama,40.0,18.0,22.0,Tecoríchic ,"Tecoríchic , Aldama, Chihuahua",,,,,
128,1940,Chihuahua,Rancho,Aldama,4.0,2.0,2.0,Tijeres ,"Tijeres , Aldama, Chihuahua",,,,,
129,1940,Chihuahua,Sección F.C,Aldama,13.0,6.0,7.0,Trancas ,"Trancas , Aldama, Chihuahua",,,,,
130,1940,Chihuahua,Rancho,Aldama,11.0,5.0,6.0,El Tuie 1 ,"El Tuie 1 , Aldama, Chihuahua",,,,,
131,1940,Chihuahua,Rancho,Aldama,5.0,4.0,1.0,El Tuie 2 ,"El Tuie 2 , Aldama, Chihuahua",,,,,
132,1940,Chihuahua,Villa,Allende,2400.0,1150.0,1250.0,Allende  (Cab.) ,"Allende  (Cab.) , Allende, Chihuahua",,,,,
133,1940,Chihuahua,Estación F.C,Allende,17.0,10.0,7.0,Adela ,"Adela , Allende, Chihuahua","Estacion Adela, Allende, Chihuahua, México","(27.022691950000002, -105.49824441340118, 0.0)",27.022691950000002,-105.49824441340118,0.0
134,1940,Chihuahua,Rancho,Allende,240.0,126.0,114.0,Agua Fría ,"Agua Fría , Allende, Chihuahua","Agua Fria, Allende, Chihuahua, México","(27.2139358, -105.2400613, 0.0)",27.2139358,-105.2400613,0.0
135,1940,Chihuahua,Rancho,Allende,89.0,48.0,41.0,Agua Fría Alfareña ,"Agua Fría Alfareña , Allende, Chihuahua","Agua Fria Alfareña, Allende, Chihuahua, México","(27.1926691, -105.2610878, 0.0)",27.1926691,-105.2610878,0.0
136,1940,Chihuahua,Ejido,Allende,252.0,149.0,103.0,Alto Corralejo ,"Alto Corralejo , Allende, Chihuahua","San Antonio del Alto Corralejo, Allende, Chihuahua, México","(27.087286, -105.39559599509354, 0.0)",27.087286,-105.39559599509354,0.0
137,1940,Chihuahua,Rancho,Allende,87.0,40.0,47.0,El Amparo ,"El Amparo , Allende, Chihuahua",,,,,
138,1940,Chihuahua,Rancho,Allende,9.0,4.0,5.0,La Aurora ,"La Aurora , Allende, Chihuahua",,,,,
139,1940,Chihuahua,Estación F.C,Allende,16.0,8.0,8.0,Baca ,"Baca , Allende, Chihuahua",,,,,
140,1940,Chihuahua,Rancho,Allende,54.0,25.0,29.0,El Bosque ,"El Bosque , Allende, Chihuahua","El Bosque, Allende, Chihuahua, México","(26.789116, -105.2895663, 0.0)",26.789116,-105.2895663,0.0
141,1940,Chihuahua,Colonia Agrícola,Allende,666.0,363.0,303.0,Bufalo ,"Bufalo , Allende, Chihuahua","Bufalo, Allende, Chihuahua, México","(27.2989565, -105.1741358, 0.0)",27.2989565,-105.1741358,0.0
142,1940,Chihuahua,Hacienda,Allende,114.0,60.0,54.0,El Carmen ,"El Carmen , Allende, Chihuahua",,,,,
143,1940,Chihuahua,Mineral,Allende,30.0,12.0,18.0,El Cigarrero ,"El Cigarrero , Allende, Chihuahua","El Cigarrero, Allende, Chihuahua, México","(27.1037285, -105.2935857, 0.0)",27.1037285,-105.2935857,0.0
144,1940,Chihuahua,Rancho,Allende,2.0,1.0,1.0,El Cobre ,"El Cobre , Allende, Chihuahua",,,,,
145,1940,Chihuahua,Hacienda,Allende,213.0,111.0,102.0,La Concepcion ,"La Concepcion , Allende, Chihuahua","La Concepcion, Allende, Chihuahua, México","(26.8132666, -105.2282908, 0.0)",26.8132666,-105.2282908,0.0
146,1940,Chihuahua,Rancho,Allende,54.0,27.0,27.0,Las Delicias ,"Las Delicias , Allende, Chihuahua",,,,,
147,1940,Chihuahua,Rancho,Allende,127.0,66.0,61.0,Don Florencio ,"Don Florencio , Allende, Chihuahua",,,,,
148,1940,Chihuahua,Estación F.C,Allende,533.0,271.0,262.0,Dorado ,"Dorado , Allende, Chihuahua","Estacion Dorado, Allende, Chihuahua, México","(27.1259887, -105.3496846, 0.0)",27.1259887,-105.3496846,0.0
149,1940,Chihuahua,Rancho,Allende,93.0,47.0,46.0,El Durazno ,"El Durazno , Allende, Chihuahua","Calle Hacienda El Durazno, Valle de Allende, Allende, Chihuahua, 33920, México","(26.9446496, -105.4014561, 0.0)",26.9446496,-105.4014561,0.0
150,1940,Chihuahua,Ejido,Allende,163.0,84.0,79.0,Emiliano Zapata ,"Emiliano Zapata , Allende, Chihuahua","Calle Emiliano Zapata, Valle de Allende, Allende, Chihuahua, 33920, México","(26.9363045, -105.3871706, 0.0)",26.9363045,-105.3871706,0.0
151,1940,Chihuahua,Rancho,Allende,33.0,17.0,16.0,Las Garzas ,"Las Garzas , Allende, Chihuahua",,,,,
152,1940,Chihuahua,Hacienda,Allende,99.0,50.0,49.0,Guadalupe Soto ,"Guadalupe Soto , Allende, Chihuahua","Calle Guadalupe Soto, Valle de Allende, Allende, Chihuahua, 33920, México","(26.9370865, -105.3963974, 0.0)",26.9370865,-105.3963974,0.0
153,1940,Chihuahua,Hacienda,Allende,45.0,20.0,25.0,La Hacienda ,"La Hacienda , Allende, Chihuahua","Calle Hacienda La Concepción, Valle de Allende, Allende, Chihuahua, 33920, México","(26.943999, -105.4031788, 0.0)",26.943999,-105.4031788,0.0
154,1940,Chihuahua,Rancho,Allende,0.0,0.0,0.0,La Jova ,"La Jova , Allende, Chihuahua",,,,,
155,1940,Chihuahua,Mineral,Allende,154.0,83.0,71.0,Julieta ,"Julieta , Allende, Chihuahua","Julieta, Carretera Jiménez-Hidalgo del Parral, San Juan de Allende, Allende, Chihuahua, 33890, México","(27.0568661, -105.2640737, 0.0)",27.0568661,-105.2640737,0.0
156,1940,Chihuahua,Hacienda,Allende,80.0,42.0,38.0,Labor de Garnica ,"Labor de Garnica , Allende, Chihuahua",,,,,
157,1940,Chihuahua,Rancho,Allende,7.0,5.0,2.0,Lupe ,"Lupe , Allende, Chihuahua",,,,,
158,1940,Chihuahua,Rancho,Allende,0.0,0.0,0.0,La Macolla ,"La Macolla , Allende, Chihuahua",,,,,
